,metric,region,scen,seas,tslice,value
821,CWD,SATHUPALLY,RCP45,Annual,2061-2090,6.0
822,CWD,SATHUPALLY,RCP45,JJAS,2021-2050,-2.0
823,CWD,SATHUPALLY,RCP45,JJAS,2061-2090,-2.0
824,CWD,SATHUPALLY,RCP45,ON,2021-2050,6.0
825,CWD,SATHUPALLY,RCP45,ON,2061-2090,6.0
826,CWD,SATHUPALLY,RCP45,DJF,2021-2050,-2.0
827,CWD,SATHUPALLY,RCP45,DJF,2061-2090,2.0
828,CWD,SATHUPALLY,RCP45,MAM,2021-2050,-4.0
829,CWD,SATHUPALLY,RCP45,MAM,2061-2090,2.0
830,CWD,SATHUPALLY,RCP85,Annual,2021-2050,14.0
831,CWD,SATHUPALLY,RCP85,Annual,2061-2090,-1.0
832,CWD,SATHUPALLY,RCP85,JJAS,2021-2050,-2.0
833,CWD,SATHUPALLY,RCP85,JJAS,2061-2090,-1.0
834,CWD,SATHUPALLY,RCP85,ON,2021-2050,5.0
835,CWD,SATHUPALLY,RCP85,ON,2061-2090,0.0
836,CWD,SATHUPALLY,RCP85,DJF,2021-2050,3.0
837,CWD,SATHUPALLY,RCP85,DJF,2061-2090,0.0
838,CWD,SATHUPALLY,RCP85,MAM,2021-2050,10.0
839,CWD,SATHUPALLY,RCP85,MAM,2061-2090,-2.0
840,CWD,RAMAGUNDEM,RCP45,Annual,2021-2050,-8.0
841,CWD,RAMAGUNDEM,RCP45,Annual,2061-2090,-2.0
842,CWD,RAMAGUNDEM,RCP45,JJAS,2021-2050,0.0
843,CWD,RAMAGUNDEM,RCP45,JJAS,2061-2090,-4.0
844,CWD,RAMAGUNDEM,RCP45,ON,2021-2050,-4.0
845,CWD,RAMAGUNDEM,RCP45,ON,2061-2090,8.0
846,CWD,RAMAGUNDEM,RCP45,DJF,2021-2050,-3.0
847,CWD,RAMAGUNDEM,RCP45,DJF,2061-2090,-3.0
848,CWD,RAMAGUNDEM,RCP45,MAM,2021-2050,9.0
849,CWD,RAMAGUNDEM,RCP45,MAM,2061-2090,10.0
850,CWD,RAMAGUNDEM,RCP85,Annual,2021-2050,-14.0
851,CWD,RAMAGUNDEM,RCP85,Annual,2061-2090,-18.0
852,CWD,RAMAGUNDEM,RCP85,JJAS,2021-2050,-8.0
853,CWD,RAMAGUNDEM,RCP85,JJAS,2061-2090,-8.0
854,CWD,RAMAGUNDEM,RCP85,ON,2021-2050,-3.0
855,CWD,RAMAGUNDEM,RCP85,ON,2061-2090,-2.0
856,CWD,RAMAGUNDEM,RCP85,DJF,2021-2050,0.0
857,CWD,RAMAGUNDEM,RCP85,DJF,2061-2090,-2.0
858,CWD,RAMAGUNDEM,RCP85,MAM,2021-2050,9.0
859,CWD,RAMAGUNDEM,RCP85,MAM,2061-2090,11.0
860,CWD,PALWANCHA,RCP45,Annual,2021-2050,-8.5
861,CWD,PALWANCHA,RCP45,Annual,2061-2090,-2.5
862,CWD,PALWANCHA,RCP45,JJAS,2021-2050,-1.5
863,CWD,PALWANCHA,RCP45,JJAS,2061-2090,0.0
864,CWD,PALWANCHA,RCP45,ON,2021-2050,0.5
865,CWD,PALWANCHA,RCP45,ON,2061-2090,-3.0
866,CWD,PALWANCHA,RCP45,DJF,2021-2050,-0.5
867,CWD,PALWANCHA,RCP45,DJF,2061-2090,1.5
868,CWD,PALWANCHA,RCP45,MAM,2021-2050,-6.5
869,CWD,PALWANCHA,RCP45,MAM,2061-2090,0.0
870,CWD,PALWANCHA,RCP85,Annual,2021-2050,0.0
871,CWD,PALWANCHA,RCP85,Annual,2061-2090,-5.0
872,CWD,PALWANCHA,RCP85,JJAS,2021-2050,-1.5
873,CWD,PALWANCHA,RCP85,JJAS,2061-2090,-0.5
874,CWD,PALWANCHA,RCP85,ON,2021-2050,-4.5
875,CWD,PALWANCHA,RCP85,ON,2061-2090,-5.0
876,CWD,PALWANCHA,RCP85,DJF,2021-2050,2.0
877,CWD,PALWANCHA,RCP85,DJF,2061-2090,0.0
878,CWD,PALWANCHA,RCP85,MAM,2021-2050,4.0
879,CWD,PALWANCHA,RCP85,MAM,2061-2090,0.5
880,CWD,NIRMAL,RCP45,Annual,2021-2050,18.0
881,CWD,NIRMAL,RCP45,Annual,2061-2090,15.0
882,CWD,NIRMAL,RCP45,JJAS,2021-2050,7.0
883,CWD,NIRMAL,RCP45,JJAS,2061-2090,-2.5
884,CWD,NIRMAL,RCP45,ON,2021-2050,5.0
885,CWD,NIRMAL,RCP45,ON,2061-2090,6.0
886,CWD,NIRMAL,RCP45,DJF,2021-2050,4.0
887,CWD,NIRMAL,RCP45,DJF,2061-2090,4.5
888,CWD,NIRMAL,RCP45,MAM,2021-2050,12.5
889,CWD,NIRMAL,RCP45,MAM,2061-2090,16.0
890,CWD,NIRMAL,RCP85,Annual,2021-2050,14.5
891,CWD,NIRMAL,RCP85,Annual,2061-2090,19.0
892,CWD,NIRMAL,RCP85,JJAS,2021-2050,-4.5
893,CWD,NIRMAL,RCP85,JJAS,2061-2090,-5.0
894,CWD,NIRMAL,RCP85,ON,2021-2050,12.0
895,CWD,NIRMAL,RCP85,ON,2061-2090,10.5
896,CWD,NIRMAL,RCP85,DJF,2021-2050,3.5
897,CWD,NIRMAL,RCP85,DJF,2061-2090,1.5
898,CWD,NIRMAL,RCP85,MAM,2021-2050,14.0
899,CWD,NIRMAL,RCP85,MAM,2061-2090,27.0
900,CWD,METPALLY,RCP45,Annual,2021-2050,13.75
901,CWD,METPALLY,RCP45,Annual,2061-2090,9.0
902,CWD,METPALLY,RCP45,JJAS,2021-2050,2.5
903,CWD,METPALLY,RCP45,JJAS,2061-2090,-3.5
904,CWD,METPALLY,RCP45,ON,2021-2050,1.5
905,CWD,METPALLY,RCP45,ON,2061-2090,5.5
906,CWD,METPALLY,RCP45,DJF,2021-2050,2.5
907,CWD,METPALLY,RCP45,DJF,2061-2090,3.0
908,CWD,METPALLY,RCP45,MAM,2021-2050,13.25
909,CWD,METPALLY,RCP45,MAM,2061-2090,13.0
910,CWD,METPALLY,RCP85,Annual,2021-2050,5.75
911,CWD,METPALLY,RCP85,Annual,2061-2090,5.75
912,CWD,METPALLY,RCP85,JJAS,2021-2050,-6.25
913,CWD,METPALLY,RCP85,JJAS,2061-2090,-6.75
914,CWD,METPALLY,RCP85,ON,2021-2050,5.75
915,CWD,METPALLY,RCP85,ON,2061-2090,10.0
916,CWD,METPALLY,RCP85,DJF,2021-2050,2.5
917,CWD,METPALLY,RCP85,DJF,2061-2090,1.25
918,CWD,METPALLY,RCP85,MAM,2021-2050,13.0
919,CWD,METPALLY,RCP85,MAM,2061-2090,15.25
920,CWD,MANUGURU,RCP45,Annual,2021-2050,2.0
921,CWD,MANUGURU,RCP45,Annual,2061-2090,6.5
922,CWD,MANUGURU,RCP45,JJAS,2021-2050,2.0
923,CWD,MANUGURU,RCP45,JJAS,2061-2090,2.0
924,CWD,MANUGURU,RCP45,ON,2021-2050,4.0
925,CWD,MANUGURU,RCP45,ON,2061-2090,3.0
926,CWD,MANUGURU,RCP45,DJF,2021-2050,0.0
927,CWD,MANUGURU,RCP45,DJF,2061-2090,0.0
928,CWD,MANUGURU,RCP45,MAM,2021-2050,1.0
929,CWD,MANUGURU,RCP45,MAM,2061-2090,8.5
930,CWD,MANUGURU,RCP85,Annual,2021-2050,1.5
931,CWD,MANUGURU,RCP85,Annual,2061-2090,-1.0
932,CWD,MANUGURU,RCP85,JJAS,2021-2050,-2.5
933,CWD,MANUGURU,RCP85,JJAS,2061-2090,-1.5
934,CWD,MANUGURU,RCP85,ON,2021-2050,1.5
935,CWD,MANUGURU,RCP85,ON,2061-2090,2.0
936,CWD,MANUGURU,RCP85,DJF,2021-2050,0.5
937,CWD,MANUGURU,RCP85,DJF,2061-2090,-0.5
938,CWD,MANUGURU,RCP85,MAM,2021-2050,10.0
939,CWD,MANUGURU,RCP85,MAM,2061-2090,6.5
940,CWD,MANDAMARRI,RCP45,Annual,2021-2050,5.0
941,CWD,MANDAMARRI,RCP45,Annual,2061-2090,21.0
942,CWD,MANDAMARRI,RCP45,JJAS,2021-2050,1.0
943,CWD,MANDAMARRI,RCP45,JJAS,2061-2090,-2.0
944,CWD,MANDAMARRI,RCP45,ON,2021-2050,3.0
945,CWD,MANDAMARRI,RCP45,ON,2061-2090,14.0
946,CWD,MANDAMARRI,RCP45,DJF,2021-2050,0.0
947,CWD,MANDAMARRI,RCP45,DJF,2061-2090,-2.0
948,CWD,MANDAMARRI,RCP45,MAM,2021-2050,11.0
949,CWD,MANDAMARRI,RCP45,MAM,2061-2090,20.0
950,CWD,MANDAMARRI,RCP85,Annual,2021-2050,0.0
951,CWD,MANDAMARRI,RCP85,Annual,2061-2090,-9.0
952,CWD,MANDAMARRI,RCP85,JJAS,2021-2050,-5.0
953,CWD,MANDAMARRI,RCP85,JJAS,2061-2090,-6.0
954,CWD,MANDAMARRI,RCP85,ON,2021-2050,-2.0
955,CWD,MANDAMARRI,RCP85,ON,2061-2090,1.0
956,CWD,MANDAMARRI,RCP85,DJF,2021-2050,0.0
957,CWD,MANDAMARRI,RCP85,DJF,2061-2090,-1.0
958,CWD,MANDAMARRI,RCP85,MAM,2021-2050,17.0
959,CWD,MANDAMARRI,RCP85,MAM,2061-2090,13.0
960,CWD,MANCHERIAL,RCP45,Annual,2021-2050,-1.5
961,CWD,MANCHERIAL,RCP45,Annual,2061-2090,9.5
962,CWD,MANCHERIAL,RCP45,JJAS,2021-2050,0.5
963,CWD,MANCHERIAL,RCP45,JJAS,2061-2090,-3.0
964,CWD,MANCHERIAL,RCP45,ON,2021-2050,-0.5
965,CWD,MANCHERIAL,RCP45,ON,2061-2090,11.0
966,CWD,MANCHERIAL,RCP45,DJF,2021-2050,-1.5
967,CWD,MANCHERIAL,RCP45,DJF,2061-2090,-2.5
968,CWD,MANCHERIAL,RCP45,MAM,2021-2050,10.0
969,CWD,MANCHERIAL,RCP45,MAM,2061-2090,15.0
970,CWD,MANCHERIAL,RCP85,Annual,2021-2050,-7.0
971,CWD,MANCHERIAL,RCP85,Annual,2061-2090,-13.5
972,CWD,MANCHERIAL,RCP85,JJAS,2021-2050,-6.5
973,CWD,MANCHERIAL,RCP85,JJAS,2061-2090,-7.0
974,CWD,MANCHERIAL,RCP85,ON,2021-2050,-2.5
975,CWD,MANCHERIAL,RCP85,ON,2061-2090,-0.5
976,CWD,MANCHERIAL,RCP85,DJF,2021-2050,0.0
977,CWD,MANCHERIAL,RCP85,DJF,2061-2090,-1.5
978,CWD,MANCHERIAL,RCP85,MAM,2021-2050,13.0
979,CWD,MANCHERIAL,RCP85,MAM,2061-2090,12.0
980,CWD,MUNBND_KOTTHAGUDEM,RCP45,Annual,2021-2050,-8.0
981,CWD,MUNBND_KOTTHAGUDEM,RCP45,Annual,2061-2090,-1.5
982,CWD,MUNBND_KOTTHAGUDEM,RCP45,JJAS,2021-2050,-2.5
983,CWD,MUNBND_KOTTHAGUDEM,RCP45,JJAS,2061-2090,-1.0
984,CWD,MUNBND_KOTTHAGUDEM,RCP45,ON,2021-2050,-1.0
985,CWD,MUNBND_KOTTHAGUDEM,RCP45,ON,2061-2090,-3.5
986,CWD,MUNBND_KOTTHAGUDEM,RCP45,DJF,2021-2050,0.0
987,CWD,MUNBND_KOTTHAGUDEM,RCP45,DJF,2061-2090,2.5
988,CWD,MUNBND_KOTTHAGUDEM,RCP45,MAM,2021-2050,-3.5
989,CWD,MUNBND_KOTTHAGUDEM,RCP45,MAM,2061-2090,1.0
990,CWD,MUNBND_KOTTHAGUDEM,RCP85,Annual,2021-2050,6.0
991,CWD,MUNBND_KOTTHAGUDEM,RCP85,Annual,2061-2090,2.0
992,CWD,MUNBND_KOTTHAGUDEM,RCP85,JJAS,2021-2050,-2.0
993,CWD,MUNBND_KOTTHAGUDEM,RCP85,JJAS,2061-2090,-1.0
994,CWD,MUNBND_KOTTHAGUDEM,RCP85,ON,2021-2050,-0.5
995,CWD,MUNBND_KOTTHAGUDEM,RCP85,ON,2061-2090,-3.5
996,CWD,MUNBND_KOTTHAGUDEM,RCP85,DJF,2021-2050,2.5
997,CWD,MUNBND_KOTTHAGUDEM,RCP85,DJF,2061-2090,3.0
998,CWD,MUNBND_KOTTHAGUDEM,RCP85,MAM,2021-2050,7.0
999,CWD,MUNBND_KOTTHAGUDEM,RCP85,MAM,2061-2090,3.5
1000,CWD,KORUTLA,RCP45,Annual,2021-2050,23.0
1001,CWD,KORUTLA,RCP45,Annual,2061-2090,9.0
1002,CWD,KORUTLA,RCP45,JJAS,2021-2050,3.0
1003,CWD,KORUTLA,RCP45,JJAS,2061-2090,-1.0
1004,CWD,KORUTLA,RCP45,ON,2021-2050,7.0
1005,CWD,KORUTLA,RCP45,ON,2061-2090,7.0
1006,CWD,KORUTLA,RCP45,DJF,2021-2050,3.0
1007,CWD,KORUTLA,RCP45,DJF,2061-2090,3.0
1008,CWD,KORUTLA,RCP45,MAM,2021-2050,15.0
1009,CWD,KORUTLA,RCP45,MAM,2061-2090,8.0
1010,CWD,KORUTLA,RCP85,Annual,2021-2050,11.0
1011,CWD,KORUTLA,RCP85,Annual,2061-2090,6.0
1012,CWD,KORUTLA,RCP85,JJAS,2021-2050,-4.0
1013,CWD,KORUTLA,RCP85,JJAS,2061-2090,-2.0
1014,CWD,KORUTLA,RCP85,ON,2021-2050,11.0
1015,CWD,KORUTLA,RCP85,ON,2061-2090,10.0
1016,CWD,KORUTLA,RCP85,DJF,2021-2050,2.0
1017,CWD,KORUTLA,RCP85,DJF,2061-2090,2.0
1018,CWD,KORUTLA,RCP85,MAM,2021-2050,7.0
1019,CWD,KORUTLA,RCP85,MAM,2061-2090,7.0
1020,CWD,KHAMMAM,RCP45,Annual,2021-2050,-1.5
1021,CWD,KHAMMAM,RCP45,Annual,2061-2090,7.0
1022,CWD,KHAMMAM,RCP45,JJAS,2021-2050,-1.0
1023,CWD,KHAMMAM,RCP45,JJAS,2061-2090,-2.5
1024,CWD,KHAMMAM,RCP45,ON,2021-2050,2.5
1025,CWD,KHAMMAM,RCP45,ON,2061-2090,3.5
1026,CWD,KHAMMAM,RCP45,DJF,2021-2050,3.0
1027,CWD,KHAMMAM,RCP45,DJF,2061-2090,3.0
1028,CWD,KHAMMAM,RCP45,MAM,2021-2050,-2.5
1029,CWD,KHAMMAM,RCP45,MAM,2061-2090,6.0
1030,CWD,KHAMMAM,RCP85,Annual,2021-2050,17.0
1031,CWD,KHAMMAM,RCP85,Annual,2061-2090,1.5
1032,CWD,KHAMMAM,RCP85,JJAS,2021-2050,-0.5
1033,CWD,KHAMMAM,RCP85,JJAS,2061-2090,0.0
1034,CWD,KHAMMAM,RCP85,ON,2021-2050,4.5
1035,CWD,KHAMMAM,RCP85,ON,2061-2090,2.0
1036,CWD,KHAMMAM,RCP85,DJF,2021-2050,4.0
1037,CWD,KHAMMAM,RCP85,DJF,2061-2090,6.0
1038,CWD,KHAMMAM,RCP85,MAM,2021-2050,11.5
1039,CWD,KHAMMAM,RCP85,MAM,2061-2090,-3.0
1040,CWD,KARIMNAGAR,RCP45,Annual,2021-2050,2.5
1041,CWD,KARIMNAGAR,RCP45,Annual,2061-2090,-1.5
1042,CWD,KARIMNAGAR,RCP45,JJAS,2021-2050,-5.5
1043,CWD,KARIMNAGAR,RCP45,JJAS,2061-2090,-10.5
1044,CWD,KARIMNAGAR,RCP45,ON,2021-2050,6.5
1045,CWD,KARIMNAGAR,RCP45,ON,2061-2090,7.0
1046,CWD,KARIMNAGAR,RCP45,DJF,2021-2050,1.0
1047,CWD,KARIMNAGAR,RCP45,DJF,2061-2090,-1.0
1048,CWD,KARIMNAGAR,RCP45,MAM,2021-2050,3.5
1049,CWD,KARIMNAGAR,RCP45,MAM,2061-2090,11.0
1050,CWD,KARIMNAGAR,RCP85,Annual,2021-2050,-3.0
1051,CWD,KARIMNAGAR,RCP85,Annual,2061-2090,-18.5
1052,CWD,KARIMNAGAR,RCP85,JJAS,2021-2050,-11.5
1053,CWD,KARIMNAGAR,RCP85,JJAS,2061-2090,-12.0
1054,CWD,KARIMNAGAR,RCP85,ON,2021-2050,3.5
1055,CWD,KARIMNAGAR,RCP85,ON,2061-2090,1.0
1056,CWD,KARIMNAGAR,RCP85,DJF,2021-2050,-0.5
1057,CWD,KARIMNAGAR,RCP85,DJF,2061-2090,1.5
1058,CWD,KARIMNAGAR,RCP85,MAM,2021-2050,10.5
1059,CWD,KARIMNAGAR,RCP85,MAM,2061-2090,2.0
1060,CWD,KAGAZNAGAR,RCP45,Annual,2021-2050,19.0
1061,CWD,KAGAZNAGAR,RCP45,Annual,2061-2090,9.0
1062,CWD,KAGAZNAGAR,RCP45,JJAS,2021-2050,-1.0
1063,CWD,KAGAZNAGAR,RCP45,JJAS,2061-2090,-2.0
1064,CWD,KAGAZNAGAR,RCP45,ON,2021-2050,13.0
1065,CWD,KAGAZNAGAR,RCP45,ON,2061-2090,4.0
1066,CWD,KAGAZNAGAR,RCP45,DJF,2021-2050,2.0
1067,CWD,KAGAZNAGAR,RCP45,DJF,2061-2090,2.0
1068,CWD,KAGAZNAGAR,RCP45,MAM,2021-2050,13.0
1069,CWD,KAGAZNAGAR,RCP45,MAM,2061-2090,15.0
1070,CWD,KAGAZNAGAR,RCP85,Annual,2021-2050,11.0
1071,CWD,KAGAZNAGAR,RCP85,Annual,2061-2090,-7.0
1072,CWD,KAGAZNAGAR,RCP85,JJAS,2021-2050,-3.0
1073,CWD,KAGAZNAGAR,RCP85,JJAS,2061-2090,-5.0
1074,CWD,KAGAZNAGAR,RCP85,ON,2021-2050,2.0
1075,CWD,KAGAZNAGAR,RCP85,ON,2061-2090,-2.0
1076,CWD,KAGAZNAGAR,RCP85,DJF,2021-2050,1.0
1077,CWD,KAGAZNAGAR,RCP85,DJF,2061-2090,1.0
1078,CWD,KAGAZNAGAR,RCP85,MAM,2021-2050,20.0
1079,CWD,KAGAZNAGAR,RCP85,MAM,2061-2090,11.0
1080,CWD,JANGAON,RCP45,Annual,2021-2050,-4.0
1081,CWD,JANGAON,RCP45,Annual,2061-2090,4.0
1082,CWD,JANGAON,RCP45,JJAS,2021-2050,-3.0
1083,CWD,JANGAON,RCP45,JJAS,2061-2090,-3.0
1084,CWD,JANGAON,RCP45,ON,2021-2050,-1.0
1085,CWD,JANGAON,RCP45,ON,2061-2090,5.0
1086,CWD,JANGAON,RCP45,DJF,2021-2050,1.0
1087,CWD,JANGAON,RCP45,DJF,2061-2090,0.0
1088,CWD,JANGAON,RCP45,MAM,2021-2050,2.0
1089,CWD,JANGAON,RCP45,MAM,2061-2090,7.0
1090,CWD,JANGAON,RCP85,Annual,2021-2050,11.0
1091,CWD,JANGAON,RCP85,Annual,2061-2090,0.0
1092,CWD,JANGAON,RCP85,JJAS,2021-2050,-1.0
1093,CWD,JANGAON,RCP85,JJAS,2061-2090,-4.0
1094,CWD,JANGAON,RCP85,ON,2021-2050,5.0
1095,CWD,JANGAON,RCP85,ON,2061-2090,4.0
1096,CWD,JANGAON,RCP85,DJF,2021-2050,3.0
1097,CWD,JANGAON,RCP85,DJF,2061-2090,3.0
1098,CWD,JANGAON,RCP85,MAM,2021-2050,7.0
1099,CWD,JANGAON,RCP85,MAM,2061-2090,4.0
1100,CWD,JAGTIAL,RCP45,Annual,2021-2050,8.0
1101,CWD,JAGTIAL,RCP45,Annual,2061-2090,9.0
1102,CWD,JAGTIAL,RCP45,JJAS,2021-2050,0.0
1103,CWD,JAGTIAL,RCP45,JJAS,2061-2090,-3.0
1104,CWD,JAGTIAL,RCP45,ON,2021-2050,5.0
1105,CWD,JAGTIAL,RCP45,ON,2061-2090,0.0
1106,CWD,JAGTIAL,RCP45,DJF,2021-2050,3.0
1107,CWD,JAGTIAL,RCP45,DJF,2061-2090,2.0
1108,CWD,JAGTIAL,RCP45,MAM,2021-2050,6.0
1109,CWD,JAGTIAL,RCP45,MAM,2061-2090,18.0
1110,CWD,JAGTIAL,RCP85,Annual,2021-2050,9.0
1111,CWD,JAGTIAL,RCP85,Annual,2061-2090,-9.0
1112,CWD,JAGTIAL,RCP85,JJAS,2021-2050,-4.0
1113,CWD,JAGTIAL,RCP85,JJAS,2061-2090,-5.0
1114,CWD,JAGTIAL,RCP85,ON,2021-2050,0.0
1115,CWD,JAGTIAL,RCP85,ON,2061-2090,-4.0
1116,CWD,JAGTIAL,RCP85,DJF,2021-2050,1.0
1117,CWD,JAGTIAL,RCP85,DJF,2061-2090,0.0
1118,CWD,JAGTIAL,RCP85,MAM,2021-2050,17.0
1119,CWD,JAGTIAL,RCP85,MAM,2061-2090,10.0
1120,CWD,BHAINSA,RCP45,Annual,2021-2050,6.5
1121,CWD,BHAINSA,RCP45,Annual,2061-2090,10.0
1122,CWD,BHAINSA,RCP45,JJAS,2021-2050,5.0
1123,CWD,BHAINSA,RCP45,JJAS,2061-2090,-2.5
1124,CWD,BHAINSA,RCP45,ON,2021-2050,5.0
1125,CWD,BHAINSA,RCP45,ON,2061-2090,6.5
1126,CWD,BHAINSA,RCP45,DJF,2021-2050,2.0
1127,CWD,BHAINSA,RCP45,DJF,2061-2090,6.0
1128,CWD,BHAINSA,RCP45,MAM,2021-2050,8.0
1129,CWD,BHAINSA,RCP45,MAM,2061-2090,13.5
1130,CWD,BHAINSA,RCP85,Annual,2021-2050,5.5
1131,CWD,BHAINSA,RCP85,Annual,2061-2090,19.0
1132,CWD,BHAINSA,RCP85,JJAS,2021-2050,-8.0
1133,CWD,BHAINSA,RCP85,JJAS,2061-2090,-7.5
1134,CWD,BHAINSA,RCP85,ON,2021-2050,11.0
1135,CWD,BHAINSA,RCP85,ON,2061-2090,19.5
1136,CWD,BHAINSA,RCP85,DJF,2021-2050,2.0
1137,CWD,BHAINSA,RCP85,DJF,2061-2090,1.0
1138,CWD,BHAINSA,RCP85,MAM,2021-2050,15.5
1139,CWD,BHAINSA,RCP85,MAM,2061-2090,24.5
1140,CWD,ADILABAD,RCP45,Annual,2021-2050,20.0
1141,CWD,ADILABAD,RCP45,Annual,2061-2090,19.0
1142,CWD,ADILABAD,RCP45,JJAS,2021-2050,1.0
1143,CWD,ADILABAD,RCP45,JJAS,2061-2090,0.0
1144,CWD,ADILABAD,RCP45,ON,2021-2050,6.0
1145,CWD,ADILABAD,RCP45,ON,2061-2090,5.0
1146,CWD,ADILABAD,RCP45,DJF,2021-2050,3.0
1147,CWD,ADILABAD,RCP45,DJF,2061-2090,6.0
1148,CWD,ADILABAD,RCP45,MAM,2021-2050,15.0
1149,CWD,ADILABAD,RCP45,MAM,2061-2090,14.0
1150,CWD,ADILABAD,RCP85,Annual,2021-2050,19.0
1151,CWD,ADILABAD,RCP85,Annual,2061-2090,9.0
1152,CWD,ADILABAD,RCP85,JJAS,2021-2050,1.0
1153,CWD,ADILABAD,RCP85,JJAS,2061-2090,-4.0
1154,CWD,ADILABAD,RCP85,ON,2021-2050,5.0
1155,CWD,ADILABAD,RCP85,ON,2061-2090,2.0
1156,CWD,ADILABAD,RCP85,DJF,2021-2050,4.0
1157,CWD,ADILABAD,RCP85,DJF,2061-2090,2.0
1158,CWD,ADILABAD,RCP85,MAM,2021-2050,16.0
1159,CWD,ADILABAD,RCP85,MAM,2061-2090,19.0
1160,CWD,ZAHEERABAD,RCP45,Annual,2021-2050,32.5
1161,CWD,ZAHEERABAD,RCP45,Annual,2061-2090,29.0
1162,CWD,ZAHEERABAD,RCP45,JJAS,2021-2050,9.0
1163,CWD,ZAHEERABAD,RCP45,JJAS,2061-2090,4.5
1164,CWD,ZAHEERABAD,RCP45,ON,2021-2050,14.5
1165,CWD,ZAHEERABAD,RCP45,ON,2061-2090,20.5
1166,CWD,ZAHEERABAD,RCP45,DJF,2021-2050,1.0
1167,CWD,ZAHEERABAD,RCP45,DJF,2061-2090,3.5
1168,CWD,ZAHEERABAD,RCP45,MAM,2021-2050,18.0
1169,CWD,ZAHEERABAD,RCP45,MAM,2061-2090,10.5
1170,CWD,ZAHEERABAD,RCP85,Annual,2021-2050,25.0
1171,CWD,ZAHEERABAD,RCP85,Annual,2061-2090,19.5
1172,CWD,ZAHEERABAD,RCP85,JJAS,2021-2050,-3.5
1173,CWD,ZAHEERABAD,RCP85,JJAS,2061-2090,-1.5
1174,CWD,ZAHEERABAD,RCP85,ON,2021-2050,19.5
1175,CWD,ZAHEERABAD,RCP85,ON,2061-2090,16.5
1176,CWD,ZAHEERABAD,RCP85,DJF,2021-2050,0.5
1177,CWD,ZAHEERABAD,RCP85,DJF,2061-2090,1.0
1178,CWD,ZAHEERABAD,RCP85,MAM,2021-2050,19.0
1179,CWD,ZAHEERABAD,RCP85,MAM,2061-2090,15.0
1180,CWD,WANAPARTHY,RCP45,Annual,2021-2050,17.0
1181,CWD,WANAPARTHY,RCP45,Annual,2061-2090,17.0
1182,CWD,WANAPARTHY,RCP45,JJAS,2021-2050,16.0
1183,CWD,WANAPARTHY,RCP45,JJAS,2061-2090,2.0
1184,CWD,WANAPARTHY,RCP45,ON,2021-2050,2.5
1185,CWD,WANAPARTHY,RCP45,ON,2061-2090,13.0
1186,CWD,WANAPARTHY,RCP45,DJF,2021-2050,-1.0
1187,CWD,WANAPARTHY,RCP45,DJF,2061-2090,0.0
1188,CWD,WANAPARTHY,RCP45,MAM,2021-2050,10.5
1189,CWD,WANAPARTHY,RCP45,MAM,2061-2090,13.5
1190,CWD,WANAPARTHY,RCP85,Annual,2021-2050,-0.5
1191,CWD,WANAPARTHY,RCP85,Annual,2061-2090,-4.5
1192,CWD,WANAPARTHY,RCP85,JJAS,2021-2050,-5.0
1193,CWD,WANAPARTHY,RCP85,JJAS,2061-2090,-3.5
1194,CWD,WANAPARTHY,RCP85,ON,2021-2050,8.0
1195,CWD,WANAPARTHY,RCP85,ON,2061-2090,6.0
1196,CWD,WANAPARTHY,RCP85,DJF,2021-2050,0.0
1197,CWD,WANAPARTHY,RCP85,DJF,2061-2090,-0.5
1198,CWD,WANAPARTHY,RCP85,MAM,2021-2050,4.0
1199,CWD,WANAPARTHY,RCP85,MAM,2061-2090,6.0
1200,CWD,VIKARABAD,RCP45,Annual,2021-2050,10.0
1201,CWD,VIKARABAD,RCP45,Annual,2061-2090,14.0
1202,CWD,VIKARABAD,RCP45,JJAS,2021-2050,1.3333334
1203,CWD,VIKARABAD,RCP45,JJAS,2061-2090,-6.3333335
1204,CWD,VIKARABAD,RCP45,ON,2021-2050,10.0
1205,CWD,VIKARABAD,RCP45,ON,2061-2090,16.666666
1206,CWD,VIKARABAD,RCP45,DJF,2021-2050,-0.6666667
1207,CWD,VIKARABAD,RCP45,DJF,2061-2090,1.0
1208,CWD,VIKARABAD,RCP45,MAM,2021-2050,8.666667
1209,CWD,VIKARABAD,RCP45,MAM,2061-2090,11.666667
1210,CWD,VIKARABAD,RCP85,Annual,2021-2050,7.6666665
1211,CWD,VIKARABAD,RCP85,Annual,2061-2090,1.3333334
1212,CWD,VIKARABAD,RCP85,JJAS,2021-2050,-7.6666665
1213,CWD,VIKARABAD,RCP85,JJAS,2061-2090,-1.0
1214,CWD,VIKARABAD,RCP85,ON,2021-2050,9.0
1215,CWD,VIKARABAD,RCP85,ON,2061-2090,10.666667
1216,CWD,VIKARABAD,RCP85,DJF,2021-2050,-0.33333334
1217,CWD,VIKARABAD,RCP85,DJF,2061-2090,-0.33333334
1218,CWD,VIKARABAD,RCP85,MAM,2021-2050,15.0
1219,CWD,VIKARABAD,RCP85,MAM,2061-2090,3.6666667
1220,CWD,TANDUR,RCP45,Annual,2021-2050,10.0
1221,CWD,TANDUR,RCP45,Annual,2061-2090,10.0
1222,CWD,TANDUR,RCP45,JJAS,2021-2050,-3.0
1223,CWD,TANDUR,RCP45,JJAS,2061-2090,-9.0
